'Elapsed time','ECG I'
5.510,0.46500000
5.512,0.51500000
5.514,0.72500000
5.516,0.85000000
5.518,0.79500000
5.520,0.95000000
5.522,0.88000000
5.524,0.71500000
5.526,0.54000000
5.528,0.21500000
5.530,0.00000000
5.532,-0.01000000
5.534,0.00000000
5.536,0.03000000
5.538,0.00000000
5.540,0.02000000
5.542,0.14500000
5.544,-0.00500000
5.546,0.03500000
5.548,0.08500000
5.550,0.06000000
5.552,-0.07000000
5.554,-0.00500000
5.556,0.10000000
5.558,0.23500000
5.560,0.32000000
5.562,0.24000000
5.564,0.25500000
5.566,0.12000000
5.568,0.03000000
5.570,-0.03500000
5.572,-0.10000000
5.574,-0.14000000
5.576,0.22500000
5.578,0.27500000
5.580,0.33000000
5.582,0.34500000
5.584,0.20500000
5.586,0.05000000
5.588,-0.02500000
5.590,-0.10500000
5.592,-0.09000000
5.594,0.11000000
5.596,0.18500000
5.598,0.18500000
5.600,0.17500000
5.602,0.39500000
5.604,0.28000000
5.606,0.20500000
5.608,0.01000000
5.610,-0.04500000
5.612,-0.10000000
5.614,0.01500000
5.616,0.19500000
5.618,0.26000000
5.620,0.33500000
5.622,0.32000000
5.624,0.16000000
5.626,0.10500000
5.628,0.03500000
5.630,-0.03000000
5.632,-0.01000000
5.634,0.09000000
5.636,0.20500000
5.638,0.17500000
5.640,0.36500000
5.642,0.42000000
5.644,0.24000000
5.646,0.06500000
5.648,0.00500000
5.650,-0.01000000
5.652,-0.02000000
5.654,-0.04500000
5.656,0.23000000
5.658,0.39500000
5.660,0.42500000
5.662,0.29500000
5.664,0.19000000
5.666,0.27500000
5.668,0.08500000
5.670,0.09500000
5.672,0.12000000
5.674,0.06000000
5.676,0.18000000
5.678,0.25000000
5.680,0.34000000
5.682,0.37500000
5.684,0.26500000
5.686,0.13500000
5.688,0.02500000
5.690,0.03000000
5.692,0.13000000
5.694,0.18500000
5.696,0.36000000
5.698,0.46500000
5.700,0.41000000
5.702,0.40500000
5.704,0.33500000
5.706,0.33000000
5.708,0.08500000
5.710,0.02500000
5.712,0.01500000
5.714,0.20500000
5.716,0.36000000
5.718,0.50500000
5.720,0.59000000
5.722,0.42500000
5.724,0.34500000
5.726,0.29500000
5.728,0.22000000
5.730,0.19000000
5.732,0.18500000
5.734,0.34000000
5.736,0.44000000
5.738,0.46500000
5.740,0.54000000
5.742,0.48000000
5.744,0.41000000
5.746,0.25000000
5.748,0.23500000
5.750,0.09000000
5.752,0.11500000
5.754,0.19000000
5.756,0.29500000
5.758,0.58500000
5.760,0.59000000
5.762,0.27500000
5.764,0.34500000
5.766,0.14500000
5.768,0.13000000
5.770,0.14500000
5.772,0.21500000
5.774,0.37500000
5.776,0.31000000
5.778,0.38000000
5.780,0.43000000
5.782,0.27500000
5.784,0.18000000
5.786,0.26500000
5.788,0.18000000
5.790,0.05500000
5.792,0.08000000
5.794,0.17000000
5.796,0.29000000
5.798,0.31000000
5.800,0.41000000
5.802,0.27500000
5.804,0.14000000
5.806,0.01500000
5.808,-0.02000000
5.810,-0.13500000
5.812,-0.05000000
5.814,0.05000000
5.816,0.29500000
5.818,0.32000000
5.820,0.33000000
5.822,0.27000000
5.824,0.15000000
5.826,0.02500000
5.828,-0.03000000
5.830,-0.10500000
5.832,0.01000000
5.834,0.16500000
5.836,0.20500000
5.838,0.25000000
5.840,0.28500000
5.842,0.26500000
5.844,0.06000000
5.846,0.01500000
5.848,-0.02500000
5.850,-0.12000000
5.852,-0.07000000
5.854,0.12500000
5.856,0.26500000
5.858,0.30000000
5.860,0.30000000
5.862,0.29000000
5.864,0.20000000
5.866,-0.06000000
5.868,-0.22000000
5.870,-0.09500000
5.872,0.10500000
5.874,0.17500000
5.876,0.27500000
5.878,0.33500000
5.880,0.37000000
5.882,0.19500000
5.884,0.03500000
5.886,-0.02000000
5.888,-0.18500000
5.890,-0.24500000
5.892,0.16500000
5.894,0.25000000
5.896,0.17500000
5.898,0.33000000
5.900,0.39500000
5.902,0.24000000
5.904,0.13000000
5.906,0.03500000
5.908,-0.06000000
5.910,-0.01000000
5.912,0.02000000
5.914,0.16000000
5.916,0.22500000
5.918,0.20000000
5.920,0.33500000
5.922,0.19500000
5.924,0.05000000
5.926,0.10500000
5.928,-0.01000000
5.930,0.11000000
5.932,0.12000000
5.934,0.19000000
5.936,0.31000000
5.938,0.29000000
5.940,0.27000000
5.942,0.09000000
5.944,0.07500000
5.946,0.03500000
5.948,0.03000000
5.950,0.10500000
5.952,0.06500000
5.954,0.12500000
5.956,0.28000000
5.958,0.35500000
5.960,0.18500000
5.962,0.19500000
5.964,0.11000000
5.966,0.00500000
5.968,-0.08500000
5.970,-0.09500000
5.972,0.17500000
5.974,0.22500000
5.976,0.22000000
5.978,0.26000000
5.980,0.38000000
5.982,0.19500000
5.984,0.13000000
5.986,-0.09000000
5.988,-0.02000000
5.990,0.11500000
5.992,0.09500000
5.994,0.14500000
5.996,0.17500000
5.998,0.26000000
6.000,0.27000000
6.002,0.22000000
6.004,0.12000000
6.006,-0.05000000
6.008,-0.06500000
6.010,0.07500000
6.012,0.03500000
6.014,0.15500000
6.016,0.28500000
6.018,0.24500000
6.020,0.13500000
6.022,0.22500000
6.024,0.12500000
6.026,-0.02000000
6.028,-0.11000000
6.030,-0.05000000
6.032,0.05000000
6.034,0.12500000
6.036,0.17000000
6.038,0.43000000
6.040,0.43000000
6.042,0.13000000
6.044,0.02000000
6.046,-0.00500000
6.048,-0.07000000
6.050,0.03000000
6.052,0.07000000
6.054,0.14500000
6.056,0.23000000
6.058,0.33500000
6.060,0.22000000
6.062,0.15500000
6.064,-0.00500000
6.066,-0.02500000
6.068,-0.03000000
6.070,0.00500000
6.072,0.13000000
6.074,0.13500000
6.076,0.24500000
6.078,0.41500000
6.080,0.22500000
6.082,0.06000000
6.084,0.05000000
6.086,-0.01000000
6.088,-0.17000000
6.090,0.02000000
6.092,0.13500000
6.094,0.17000000
6.096,0.26000000
6.098,0.27000000
6.100,0.29000000
6.102,0.18000000
6.104,0.02500000
6.106,-0.05000000
6.108,-0.13500000
6.110,-0.03500000
6.112,0.12000000
6.114,0.25000000
6.116,0.19500000
6.118,0.30500000
6.120,0.25500000
6.122,0.01500000
6.124,0.02000000
6.126,-0.01000000
6.128,-0.08500000
6.130,0.06000000
6.132,0.12000000
6.134,0.26000000
6.136,0.27000000
6.138,0.24000000
6.140,0.16500000
6.142,0.06000000
6.144,-0.11000000
6.146,-0.04000000
6.148,-0.07500000
6.150,0.07000000
6.152,0.13500000
6.154,0.25500000
6.156,0.37500000
6.158,0.30000000
6.160,0.08500000
6.162,0.04500000
6.164,0.03500000
6.166,0.04000000
6.168,-0.14000000
6.170,-0.01000000
6.172,0.15000000
6.174,0.23000000
6.176,0.20500000
6.178,0.25500000
6.180,0.24500000
6.182,0.06000000
6.184,0.09000000
6.186,0.08500000
6.188,-0.00500000
6.190,0.03500000
6.192,0.18000000
6.194,0.24500000
6.196,0.31000000
6.198,0.29500000
6.200,0.19500000
6.202,0.05000000
6.204,0.09000000
6.206,0.01000000
6.208,-0.21000000
6.210,0.03000000
6.212,0.28000000
6.214,0.30000000
6.216,0.39000000
6.218,0.37500000
6.220,0.20000000
6.222,0.19500000
6.224,0.23500000
6.226,0.10000000
6.228,-0.16500000
6.230,0.01000000
6.232,0.19500000
6.234,0.31000000
6.236,0.30000000
6.238,0.32000000
6.240,0.23500000
6.242,0.08500000
6.244,-0.06500000
6.246,0.08000000
6.248,-0.09500000
6.250,0.20500000
6.252,0.30500000
6.254,0.32000000
6.256,0.24000000
6.258,0.30000000
6.260,0.17000000
6.262,0.05000000
6.264,0.04000000
6.266,-0.06000000
6.268,-0.05500000
6.270,-0.04000000
6.272,0.13000000
6.274,0.15500000
6.276,0.31000000
6.278,0.35500000
6.280,0.29500000
6.282,0.18000000
6.284,0.06500000
6.286,-0.10000000
6.288,0.02000000
6.290,0.03500000
6.292,0.19500000
6.294,0.26500000
6.296,0.30500000
6.298,0.24500000
6.300,0.11000000
6.302,-0.17000000
6.304,-0.13000000
6.306,0.10000000
6.308,0.14500000
6.310,0.04000000
6.312,0.26000000
6.314,0.22500000
6.316,0.29000000
6.318,0.24000000
6.320,0.18500000
6.322,0.04500000
6.324,0.01500000
6.326,-0.18000000
6.328,-0.07500000
6.330,-0.06500000
6.332,0.00500000
6.334,0.19000000
6.336,0.35500000
6.338,0.32500000
6.340,0.18000000
6.342,0.01000000
6.344,0.10000000
6.346,-0.02000000
6.348,-0.02000000
6.350,0.04000000
6.352,0.24000000
6.354,0.21500000
6.356,0.20000000
6.358,-0.02000000
6.360,0.15500000
6.362,0.06500000
6.364,0.01500000
6.366,0.07000000
6.368,0.18500000
6.370,0.34000000
6.372,0.39500000
6.374,0.49500000
6.376,0.67000000
6.378,0.53000000
6.380,0.77000000
6.382,0.67000000
6.384,0.65500000
6.386,0.70000000
6.388,0.62500000
6.390,0.69500000
6.392,0.86000000
6.394,0.94500000
6.396,0.80500000
6.398,0.53000000
6.400,0.38000000
6.402,0.20000000
6.404,-0.08500000
6.406,-0.20000000
6.408,-0.16000000
6.410,-0.00500000
6.412,0.02500000
6.414,0.25000000
6.416,0.25500000
6.418,0.23000000
6.420,0.16000000
6.422,0.08500000
6.424,0.04000000
6.426,-0.02000000
6.428,0.02500000
6.430,0.13000000
6.432,0.19000000
6.434,0.27500000
6.436,0.27500000
6.438,0.20000000
6.440,-0.07500000
6.442,0.00500000
6.444,-0.02000000
6.446,-0.01000000
6.448,0.03000000
6.450,0.25500000
6.452,0.24000000
6.454,0.33000000
6.456,0.38000000
6.458,0.10000000
6.460,-0.01000000
6.462,0.00500000
6.464,0.02500000
6.466,-0.04000000
6.468,0.02000000
6.470,0.19000000
6.472,0.31500000
6.474,0.27500000
6.476,0.28000000
6.478,0.31500000
6.480,0.17000000
6.482,0.14500000
6.484,-0.00500000
6.486,-0.17000000
6.488,0.02000000
6.490,0.16500000
6.492,0.23500000
6.494,0.33000000
6.496,0.31000000
6.498,0.16500000
6.500,0.19000000
6.502,0.00500000
6.504,0.06500000
6.506,0.00500000
6.508,0.03500000
6.510,0.16000000
6.512,0.33000000
6.514,0.35000000
6.516,0.39500000
6.518,0.23500000
6.520,-0.03500000
6.522,0.08000000
6.524,0.10000000
6.526,0.01500000
6.528,0.15000000
6.530,0.15500000
6.532,0.34500000
6.534,0.40500000
6.536,0.38000000
6.538,0.26000000
6.540,0.18500000
6.542,0.01500000
6.544,0.05000000
6.546,0.08500000
6.548,0.01000000
6.550,0.24000000
6.552,0.29500000
6.554,0.32000000
6.556,0.40000000
6.558,0.31000000
6.560,0.22000000
6.562,0.11500000
6.564,-0.04000000
6.566,0.18500000
6.568,0.24000000
6.570,0.33500000
6.572,0.35500000
6.574,0.36000000
6.576,0.41500000
6.578,0.34000000
6.580,0.10000000
6.582,0.16500000
6.584,0.11000000
6.586,0.19500000
6.588,0.24500000
6.590,0.43000000
6.592,0.40000000
6.594,0.58500000
6.596,0.55000000
6.598,0.39000000
6.600,0.29500000
6.602,0.25000000
6.604,0.14000000
6.606,0.14000000
6.608,0.24000000
6.610,0.37500000
6.612,0.49000000
6.614,0.55500000
6.616,0.45500000
6.618,0.48500000
6.620,0.32500000
6.622,0.24000000
6.624,0.17000000
6.626,0.24000000
6.628,0.26000000
6.630,0.30500000
6.632,0.48500000
6.634,0.46500000
6.636,0.49000000
6.638,0.47000000
6.640,0.25500000
6.642,0.11500000
6.644,0.02500000
6.646,0.13000000
6.648,0.24500000
6.650,0.31500000
6.652,0.38000000
6.654,0.44500000
6.656,0.33500000
6.658,0.36500000
6.660,0.16500000
6.662,-0.05500000
6.664,-0.03500000
6.666,0.11000000
6.668,0.22500000
6.670,0.25000000
6.672,0.23000000
6.674,0.37000000
6.676,0.43500000
6.678,0.23500000
6.680,0.05000000
6.682,-0.01000000
6.684,-0.01500000
6.686,0.10000000
6.688,0.13500000
6.690,0.16500000
6.692,0.33500000
6.694,0.28500000
6.696,0.26000000
6.698,0.12000000
6.700,0.01000000
6.702,-0.03000000
6.704,-0.07000000
6.706,-0.01500000
6.708,0.12500000
6.710,0.30500000
6.712,0.34500000
6.714,0.42000000
6.716,0.22500000
6.718,0.12500000
6.720,0.07000000
6.722,-0.00500000
6.724,-0.13500000
6.726,-0.02000000
6.728,0.09500000
6.730,0.32000000
6.732,0.22000000
6.734,0.29500000
6.736,0.17500000
6.738,0.06500000
6.740,0.05500000
6.742,0.13000000
6.744,-0.16500000
6.746,0.03000000
6.748,0.18000000
6.750,0.29500000
6.752,0.35500000
6.754,0.35500000
6.756,0.24500000
6.758,0.16000000
6.760,0.04500000
6.762,-0.07000000
6.764,-0.13500000
6.766,-0.04500000
6.768,-0.01000000
6.770,0.06500000
6.772,0.39000000
6.774,0.45000000
6.776,0.27500000
6.778,0.17500000
6.780,0.02500000
6.782,0.11000000
6.784,0.08500000
6.786,-0.02000000
6.788,0.14000000
6.790,0.18000000
6.792,0.30000000
6.794,0.34000000
6.796,0.23500000
6.798,0.03500000
6.800,0.00500000
6.802,0.01000000
6.804,0.04000000
6.806,0.13000000
6.808,0.24000000
6.810,0.21000000
6.812,0.32500000
6.814,0.36500000
6.816,0.21000000
6.818,0.10500000
6.820,0.09000000
6.822,-0.15000000
6.824,-0.02000000
6.826,0.02000000
6.828,0.13000000
6.830,0.29000000
6.832,0.48000000
6.834,0.38500000
6.836,0.14500000
6.838,0.08000000
6.840,0.12500000
6.842,-0.02500000
6.844,-0.03500000
6.846,0.10500000
6.848,0.20000000
6.850,0.28000000
6.852,0.26500000
6.854,0.07000000
6.856,0.21500000
6.858,0.17500000
6.860,0.13000000
6.862,0.10000000
6.864,0.03000000
6.866,0.08000000
6.868,0.17000000
6.870,0.24000000
6.872,0.26500000
6.874,0.32000000
6.876,0.25000000
6.878,0.09500000
6.880,0.08000000
6.882,-0.04000000
6.884,-0.08000000
6.886,-0.04500000
6.888,0.12500000
6.890,0.25500000
6.892,0.32500000
6.894,0.31000000
6.896,0.18000000
6.898,0.14500000
6.900,0.14000000
6.902,-0.07500000
6.904,0.05000000
6.906,-0.03000000
6.908,0.19000000
6.910,0.33000000
6.912,0.19000000
6.914,0.17500000
6.916,0.09000000
6.918,-0.02000000
6.920,0.29000000
6.922,-0.10000000
6.924,0.01000000
6.926,0.18000000
6.928,0.15000000
6.930,0.34500000
6.932,0.37500000
6.934,0.25000000
6.936,0.19500000
6.938,0.09500000
6.940,0.01000000
6.942,-0.03500000
6.944,-0.04000000
6.946,0.13000000
6.948,0.13000000
6.950,0.21500000
6.952,0.38500000
6.954,0.23000000
6.956,0.14000000
6.958,0.14500000
6.960,-0.12000000
6.962,-0.15500000
6.964,0.19000000
6.966,0.12000000
6.968,0.16500000
6.970,0.22500000
6.972,0.24500000
6.974,0.18000000
6.976,0.15500000
6.978,0.00000000
6.980,0.02500000
6.982,-0.05000000
6.984,0.11000000
6.986,0.10500000
6.988,0.27000000
6.990,0.28000000
6.992,0.31500000
6.994,0.23000000
6.996,0.15000000
6.998,0.15500000
7.000,0.00000000
7.002,-0.09000000
7.004,0.02500000
7.006,0.12500000
7.008,0.14000000
7.010,0.25000000
7.012,0.35500000
7.014,0.20500000
7.016,0.14000000
7.018,-0.03500000
7.020,0.04000000
7.022,-0.07000000
7.024,0.02500000
7.026,0.19500000
7.028,0.22500000
7.030,0.45500000
7.032,0.31500000
7.034,0.15500000
7.036,0.06000000
7.038,-0.05000000
7.040,0.11500000
7.042,0.06500000
7.044,-0.03500000
7.046,0.04000000
7.048,0.28000000
7.050,0.43000000
7.052,0.45000000
7.054,0.24500000
7.056,0.17000000
7.058,0.04500000
7.060,0.04500000
7.062,0.00500000
7.064,0.05000000
7.066,0.06500000
7.068,0.12000000
7.070,0.19500000
7.072,0.28500000
7.074,0.34000000
7.076,0.27500000
7.078,0.07000000
7.080,0.00500000
7.082,0.07500000
7.084,0.06500000
7.086,0.16000000
7.088,0.35000000
7.090,0.32500000
7.092,0.43000000
7.094,0.24500000
7.096,0.12000000
7.098,0.08000000
7.100,0.04500000
7.102,-0.04500000
7.104,0.10000000
7.106,0.20000000
7.108,0.30500000
7.110,0.29000000
7.112,0.31000000
7.114,0.28500000
7.116,0.08000000
7.118,0.05500000
7.120,-0.07500000
7.122,-0.07500000
7.124,-0.01500000
7.126,0.06500000
7.128,0.19500000
7.130,0.19000000
7.132,0.27000000
7.134,0.30000000
7.136,0.16000000
7.138,0.10000000
7.140,-0.01000000
7.142,-0.09000000
7.144,-0.00500000
7.146,0.11000000
7.148,0.21500000
7.150,0.39000000
7.152,0.28500000
7.154,0.05000000
7.156,0.07000000
7.158,-0.03000000
7.160,-0.10500000
7.162,-0.04000000
7.164,0.13000000
7.166,0.20000000
7.168,0.29000000
7.170,0.33000000
7.172,0.19000000
7.174,0.18000000
7.176,-0.02500000
7.178,-0.14500000
7.180,-0.15500000
7.182,0.04500000
7.184,0.06500000
7.186,0.05000000
7.188,0.22000000
7.190,0.40000000
7.192,0.20500000
7.194,0.13000000
7.196,0.11500000
7.198,0.03000000
7.200,-0.08500000
7.202,-0.04500000
7.204,0.07000000
7.206,0.22000000
7.208,0.17000000
7.210,0.26000000
7.212,0.22000000
7.214,0.14500000
7.216,-0.02000000
7.218,0.01500000
7.220,0.05000000
7.222,0.26500000
7.224,0.30000000
7.226,0.35000000
7.228,0.45000000
7.230,0.67500000
7.232,0.68000000
7.234,0.70500000
7.236,0.62000000
7.238,0.57500000
7.240,0.68000000
7.242,0.81500000
7.244,0.76000000
7.246,0.84500000
7.248,0.75000000
7.250,0.74500000
7.252,0.45000000
7.254,0.28000000
7.256,0.21000000
7.258,0.10000000
7.260,-0.06500000
7.262,-0.13000000
7.264,-0.02000000
7.266,0.27500000
7.268,0.12000000
7.270,0.15000000
7.272,0.11500000
7.274,0.04500000
7.276,0.01500000
7.278,0.05000000
7.280,-0.06500000
7.282,0.04500000
7.284,0.15000000
7.286,0.21000000
7.288,0.16500000
7.290,0.31500000
7.292,0.32000000
7.294,0.20500000
7.296,-0.04000000
7.298,-0.14000000
7.300,-0.14000000
7.302,-0.01000000
7.304,0.21500000
7.306,0.24500000
7.308,0.25000000
7.310,0.34000000
7.312,0.21500000
7.314,0.19000000
7.316,0.09000000
7.318,-0.17000000
7.320,-0.02500000
7.322,0.20500000
7.324,0.01500000
7.326,0.25500000
7.328,0.41500000
7.330,0.29000000
7.332,0.26000000
7.334,0.09000000
7.336,-0.03500000
7.338,-0.00500000
7.340,-0.03000000
7.342,0.07000000
7.344,0.17500000
7.346,0.26000000
7.348,0.23000000
7.350,0.29500000
7.352,0.23000000
7.354,0.19000000
7.356,0.04500000
7.358,-0.11000000
7.360,-0.18000000
7.362,0.01500000
7.364,0.35000000
7.366,0.30000000
7.368,0.33000000
7.370,0.36000000
7.372,0.37500000
7.374,0.16500000
7.376,0.02500000
7.378,0.04000000
7.380,-0.04000000
7.382,0.19500000
7.384,0.30000000
7.386,0.26500000
7.388,0.35500000
7.390,0.26500000
7.392,0.28500000
7.394,0.21000000
7.396,0.15500000
7.398,0.09000000
7.400,-0.09000000
7.402,0.11000000
7.404,0.23000000
7.406,0.25500000
7.408,0.35000000
7.410,0.42500000
7.412,0.35000000
7.414,0.18000000
7.416,0.13000000
7.418,0.07000000
7.420,0.09500000
7.422,0.17500000
7.424,0.10500000
7.426,0.24500000
7.428,0.49000000
7.430,0.44000000
7.432,0.32000000
7.434,0.29500000
7.436,0.31500000
7.438,0.18500000
7.440,0.18000000
7.442,0.32500000
7.444,0.38000000
7.446,0.49500000
7.448,0.37500000
7.450,0.49000000
7.452,0.45000000
7.454,0.40000000
7.456,0.22000000
7.458,0.15500000
7.460,0.25500000
7.462,0.28000000
7.464,0.38500000
7.466,0.42500000
7.468,0.44500000
7.470,0.54500000
7.472,0.39000000
7.474,0.41000000
7.476,0.16500000
7.478,0.17500000
7.480,0.20000000
7.482,0.22500000
7.484,0.39500000
7.486,0.49000000
7.488,0.48500000
7.490,0.34500000
7.492,0.42000000
7.494,0.24500000
7.496,0.15500000
7.498,0.02000000
7.500,0.09000000
7.502,0.20000000
7.504,0.25000000
7.506,0.40500000
7.508,0.55000000
7.510,0.47500000
7.512,0.30000000
7.514,0.15000000
7.516,0.18000000
7.518,0.03500000
7.520,0.14500000
7.522,0.19000000
7.524,0.25500000
7.526,0.22000000
7.528,0.28500000
7.530,0.21000000
7.532,0.13500000
7.534,0.11500000
7.536,-0.02000000
7.538,0.09000000
7.540,0.15000000
7.542,0.18500000
7.544,0.24000000
7.546,0.18000000
7.548,0.31500000
7.550,0.20500000
7.552,0.13000000
7.554,0.17500000
7.556,0.09500000
7.558,0.02500000
7.560,0.01500000
7.562,0.16000000
7.564,0.16000000
7.566,0.22500000
7.568,0.24500000
7.570,0.16000000
7.572,0.03000000
7.574,0.18500000
7.576,0.03000000
7.578,-0.12000000
7.580,0.16000000
7.582,0.26500000
7.584,0.27500000
7.586,0.35000000
7.588,0.34500000
7.590,0.18500000
7.592,0.14000000
7.594,0.08000000
7.596,-0.02000000
7.598,-0.07500000
7.600,0.13500000
7.602,0.13500000
7.604,0.12500000
7.606,0.21000000
7.608,0.23000000
7.610,0.12500000
7.612,0.17000000
7.614,0.05000000
7.616,0.07000000
7.618,0.04500000
7.620,0.08000000
7.622,0.20500000
7.624,0.29000000
7.626,0.35500000
7.628,0.31500000
7.630,0.18000000
7.632,0.10000000
7.634,-0.01000000
7.636,-0.07500000
7.638,-0.02500000
7.640,0.08500000
7.642,0.25000000
7.644,0.37500000
7.646,0.29000000
7.648,0.39000000
7.650,0.22000000
7.652,0.16500000
7.654,-0.01500000
7.656,-0.06500000
7.658,-0.05500000
7.660,0.10000000
7.662,0.28000000
7.664,0.26000000
7.666,0.30000000
7.668,0.22500000
7.670,0.24500000
7.672,0.18500000
7.674,-0.01000000
7.676,-0.02500000
7.678,0.03000000
7.680,0.15500000
7.682,0.26000000
7.684,0.23000000
7.686,0.25500000
7.688,0.26000000
7.690,0.20500000
7.692,0.10500000
7.694,-0.07500000
7.696,-0.07500000
7.698,-0.03000000
7.700,0.02500000
7.702,0.13000000
7.704,0.36000000
7.706,0.32000000
7.708,0.35500000
7.710,0.31000000
7.712,0.14000000
7.714,0.08000000
7.716,0.02500000
7.718,-0.05500000
7.720,0.07500000
7.722,0.24000000
7.724,0.22500000
7.726,0.33000000
7.728,0.29500000
7.730,0.18500000
7.732,0.12000000
7.734,-0.06000000
7.736,-0.20500000
7.738,-0.06000000
7.740,0.12500000
7.742,0.20500000
7.744,0.28500000
7.746,0.25500000
7.748,0.31500000
7.750,0.13000000
7.752,0.14000000
7.754,0.21000000
7.756,0.02500000
7.758,-0.02000000
7.760,0.05000000
7.762,0.13000000
7.764,0.15500000
7.766,0.32000000
7.768,0.28500000
7.770,0.20500000
7.772,0.07500000
7.774,-0.05500000
7.776,-0.03500000
7.778,0.01000000
7.780,0.06000000
7.782,0.25500000
7.784,0.28000000
7.786,0.28500000
7.788,0.28500000
7.790,0.28500000
7.792,0.07000000
7.794,-0.03000000
7.796,-0.04500000
7.798,-0.00500000
7.800,0.08500000
7.802,0.11000000
7.804,0.12000000
7.806,0.23500000
7.808,0.20500000
7.810,0.17000000
7.812,0.04500000
7.814,0.12000000
7.816,-0.04000000
7.818,0.01000000
7.820,0.06500000
7.822,0.13500000
7.824,0.18000000
7.826,0.31000000
7.828,0.36000000
7.830,0.15500000
7.832,-0.01000000
7.834,0.05500000
7.836,-0.04000000
7.838,-0.02500000
7.840,0.10500000
7.842,0.25500000
7.844,0.33000000
7.846,0.33000000
7.848,0.28500000
7.850,0.10500000
7.852,0.01500000
7.854,0.05000000
7.856,-0.07000000
7.858,0.07000000
7.860,0.20500000
7.862,0.13500000
7.864,0.28500000
7.866,0.41000000
7.868,0.22000000
7.870,0.11500000
7.872,0.16500000
7.874,0.00500000
7.876,-0.11500000
7.878,-0.09000000
7.880,0.16000000
7.882,0.33500000
7.884,0.36000000
7.886,0.48000000
7.888,0.30500000
7.890,0.17500000
7.892,0.15000000
7.894,0.04500000
7.896,-0.06000000
7.898,-0.09500000
7.900,0.10000000
7.902,0.34000000
7.904,0.31500000
7.906,0.26000000
7.908,0.22500000
7.910,0.10000000
7.912,0.06500000
7.914,-0.01500000
7.916,-0.07000000
7.918,-0.01500000
7.920,0.19000000
7.922,0.24000000
7.924,0.29000000
7.926,0.35500000
7.928,0.20000000
7.930,0.00000000
7.932,0.01000000
7.934,-0.07500000
7.936,-0.01500000
7.938,0.14500000
7.940,0.06000000
7.942,0.16500000
7.944,0.23000000
7.946,0.27500000
7.948,0.09000000
7.950,0.10000000
7.952,0.01000000
7.954,-0.10000000
7.956,-0.19000000
7.958,0.08000000
7.960,0.09500000
7.962,0.26000000
7.964,0.25000000
7.966,0.24500000
7.968,0.16500000
7.970,0.00500000
7.972,-0.03000000
7.974,-0.00500000
7.976,-0.17000000
7.978,0.09000000
7.980,0.11500000
7.982,0.21500000
7.984,0.25500000
7.986,0.26500000
7.988,0.22500000
7.990,0.09000000
7.992,0.03500000
7.994,-0.07000000
7.996,-0.15500000
7.998,0.10500000
8.000,0.01000000
8.002,-0.03500000
8.004,0.05000000
8.006,0.23000000
8.008,0.31500000
8.010,0.19500000
8.012,-0.02000000
8.014,-0.15500000
8.016,-0.15500000
8.018,-0.01500000
8.020,0.14500000
8.022,0.16000000
8.024,0.38500000
8.026,0.57500000
8.028,0.33000000
8.030,0.25000000
8.032,0.21500000
8.034,0.29000000
8.036,0.37500000
8.038,0.54000000
8.040,0.84000000
8.042,0.92500000
8.044,0.98500000
8.046,0.98000000
8.048,0.90500000
8.050,0.74500000
8.052,0.51000000
8.054,0.36000000
8.056,0.33500000
8.058,0.35500000
8.060,0.26500000
8.062,0.23500000
8.064,0.23000000
8.066,0.04000000
8.068,-0.01000000
8.070,-0.07500000
8.072,-0.10500000
8.074,-0.14000000
8.076,-0.11000000
8.078,-0.03500000
8.080,0.16000000
8.082,0.29000000
8.084,0.29500000
8.086,0.16000000
8.088,0.27000000
8.090,0.07500000
8.092,-0.08000000
8.094,-0.06500000
8.096,-0.11500000
8.098,0.06500000
8.100,0.27000000
8.102,0.31500000
8.104,0.25500000
8.106,0.22500000
8.108,0.17500000
8.110,0.05500000
8.112,0.07000000
8.114,-0.11500000
8.116,0.10000000
8.118,0.08500000
8.120,0.17000000
8.122,0.24500000
8.124,0.28500000
8.126,0.23500000
8.128,0.20500000
8.130,0.11500000
8.132,0.10500000
8.134,0.01000000
8.136,0.00500000
8.138,0.11000000
8.140,0.22000000
8.142,0.26000000
8.144,0.41000000
8.146,0.20000000
8.148,0.05500000
8.150,-0.01500000
8.152,0.08000000
8.154,-0.03500000
8.156,0.00500000
8.158,0.21500000
8.160,0.14000000
8.162,0.27500000
8.164,0.42000000
8.166,0.23500000
8.168,0.15500000
8.170,-0.03500000
8.172,-0.07000000
8.174,-0.15500000
8.176,0.04000000
8.178,0.19000000
8.180,0.38500000
8.182,0.36000000
8.184,0.41000000
8.186,0.32000000
8.188,0.19000000
8.190,0.04500000
8.192,0.00500000
8.194,-0.09500000
8.196,0.11000000
8.198,0.32000000
8.200,0.32000000
8.202,0.36500000
8.204,0.35000000
8.206,0.23000000
8.208,0.20500000
8.210,0.09000000
8.212,-0.08500000
8.214,0.08000000
8.216,0.17500000
8.218,0.32000000
8.220,0.46500000
8.222,0.41000000
8.224,0.34000000
8.226,0.29000000
8.228,0.27500000
8.230,0.04500000
8.232,-0.10000000
8.234,-0.02000000
8.236,0.21000000
8.238,0.26000000
8.240,0.30000000
8.242,0.39500000
8.244,0.47500000
8.246,0.41500000
8.248,0.32000000
8.250,0.23000000
8.252,0.21000000
8.254,0.22500000
8.256,0.24500000
8.258,0.31000000
